seqnames	start	end	width	strand	no.cpgs	min_smoothed_fdr	Stouffer	HMFDR	Fisher	maxdiff	meandiff	overlapping.genes
chr7	157453775	157453851	77	*	3	2.40840309735887e-37	1.47198990419409e-29	2.04737657384427e-20	9.77472357053054e-33	0.0503676470588237	0.0271155680254559	PTPRN2
chr10	118032330	118032355	26	*	2	5.22866520318616e-47	6.04966616196174e-30	1.69700344218306e-27	9.92999664254037e-33	0.150847131305352	0.107671351559492	GFRA1
chr19	59055696	59055787	92	*	3	1.83969841383237e-49	2.35171189329707e-25	6.89154759837389e-29	9.96490568253106e-33	0.244713130535233	0.0962257733281991	TRIM28
chr15	65821556	65821580	25	*	2	3.98545081801259e-42	7.61449849211489e-33	9.57603040885262e-22	9.98628607051079e-33	0.0456610576923077	0.045201760322904	NA
chr3	9032274	9032324	51	*	2	5.92656271266515e-42	5.70587240909501e-33	2.94636486381266e-21	1.00237612994417e-32	-0.0537417491749172	-0.0104050851137744	SRGAP3
chr1	89829876	89829951	76	*	2	2.29370696822968e-34	2.16186471120973e-33	1.68357308532158e-18	1.01880126741586e-32	0.0474535891089113	0.0461636366597188	GBP6
chr4	183778443	183778479	37	*	3	1.0648403952475e-43	4.05414777475021e-30	7.5248400524638e-22	1.02269731040888e-32	0.0545995872033027	0.00406628409481662	NA
chr1	151345123	151345181	59	*	3	2.21786714005578e-39	1.56842483864062e-32	8.22603371845067e-19	1.0398083120668e-32	0.0509061855670106	0.0203100489050535	SELENBP1
chr22	25615317	25615557	241	*	8	1.592962274558e-20	7.69811296431323e-33	6.47568896236903e-11	1.04825587052414e-32	0.0485347731325541	0.0118119405233522	CRYBB2
chr10	856428	856514	87	*	2	1.10828989115502e-51	7.65503509827529e-28	1.13155201452246e-29	1.0715892182105e-32	0.0636151960784314	0.0411468372262923	LARP4B
chr10	61122470	61122570	101	*	5	6.24971577736552e-49	1.08040659545728e-15	7.69110202015682e-24	1.09019069756705e-32	0.10648825567963	0.0407418174817096	FAM13C
chr15	75182292	75182455	164	*	4	3.54424417135444e-42	1.94041519661208e-22	1.71048348743319e-21	1.10780590313709e-32	0.0930342703118984	0.0454897477859068	MPI
chr4	83674602	83674694	93	*	3	4.17675618235072e-33	4.1543958850766e-33	3.2022156926024e-17	1.10933394180966e-32	0.0707519318406974	0.0459037924908237	SCD5
chr12	131304342	131304373	32	*	2	2.81513551405636e-43	2.34857042027916e-32	4.65611887809631e-23	1.12827521172553e-32	0.061280637254902	0.0574892769607843	STX2
chr7	141477912	141477998	87	*	2	2.43351303987733e-31	2.36445494453857e-33	2.16235129333274e-18	1.12844223071314e-32	0.109314150165017	0.0822673129104149	SSBP1
chr2	68672738	68672834	97	*	3	7.7232527850224e-32	6.31047714604161e-34	1.05725482488566e-12	1.1376187346835e-32	0.0782152483634963	0.0622728436604379	NA
chr11	69460951	69461008	58	*	2	1.60097407626071e-45	9.69173280767682e-32	1.85936954124147e-24	1.16675202140004e-32	0.0709	0.0525849110032363	CCND1
chr7	2632689	2632803	115	*	3	1.31633761484454e-33	3.90350730039097e-32	3.85687837904609e-19	1.17578486746592e-32	0.0573712106201703	0.0161857866967936	IQCE
chr3	47324470	47324572	103	*	8	9.66803141946327e-43	2.42901064225201e-21	1.52963558980945e-20	1.19299906525098e-32	0.0714786291875241	0.0151908452060069	KLHL18, KIF9
chr1	227163700	227163775	76	*	2	8.77799981366672e-43	6.56414612195359e-32	4.56535381712272e-24	1.19440414153188e-32	0.0734315789473684	0.0520420010422095	ADCK3
chr10	709592	709610	19	*	2	9.84900430093037e-41	2.80076900987171e-33	7.7711551459213e-19	1.2281743155863e-32	0.0484556496886803	0.0456795845530781	PRR26, RP11-809C18.5, DIP2C
chr17	41924302	41924577	276	*	8	4.13667574872016e-25	2.77987436643612e-32	6.160663400818e-11	1.23286440376273e-32	0.0705130920292644	0.0266140996517261	CD300LG
chr15	93617030	93617168	139	*	7	3.15904198830808e-30	3.89575256966063e-33	1.88781360382583e-12	1.23992263477609e-32	0.15191759722757	0.062556108696848	RGMA
chr4	866225	866302	78	*	3	2.12176399713595e-35	1.10664390200293e-33	4.63650751261287e-14	1.24302782948961e-32	0.0460096947194722	0.0224590709264426	GAK
chr19	1822386	1822553	168	*	4	3.48296647013695e-27	7.79310559289167e-34	2.68734855136719e-11	1.24335591149116e-32	0.0929985272459502	0.0438125642759398	CTB-31O20.4, REXO1
chr17	66507816	66507857	42	*	2	1.04113017479371e-42	1.12976165163666e-32	7.04887641376247e-22	1.29883661370457e-32	0.0999326145552561	0.0840681555641124	RP11-120M18.2
chr3	46608025	46608179	155	*	5	3.22215166356254e-34	8.1867001783955e-31	2.09601400347379e-16	1.39221314295765e-32	0.0803744705429342	0.0676693524248836	LRRC2
chr10	86039145	86039211	67	*	2	1.65163288637088e-38	5.50902883553903e-33	2.39457209425581e-20	1.45546135965653e-32	0.09203125	0.0887942364445778	NA
chr7	55225082	55225183	102	*	3	2.82628086892533e-41	2.46047209192412e-28	3.42065735608391e-18	1.45743112387387e-32	0.115871379479627	0.0184484687011962	EGFR
chr19	42585010	42585048	39	*	3	6.48707663309905e-38	1.45104732958599e-33	3.49691660640388e-14	1.4647628345008e-32	0.0637838528359734	0.0419255967141585	ZNF574
chr16	2285495	2285585	91	*	3	9.38153637575065e-36	9.60903264381458e-34	1.7371969472441e-13	1.47630151435065e-32	0.0479713283828385	0.0212343325277999	E4F1
chr7	97821499	97821646	148	*	3	4.18183598686451e-26	2.80764160551638e-33	1.23695925097376e-14	1.49832288000709e-32	0.0736368421052633	0.043512723556464	LMTK2
chr11	62066606	62066715	110	*	3	7.15729050746093e-58	2.12318000552009e-21	1.86815030555582e-31	1.54421163613009e-32	0.19360824742268	0.0819087886515445	NA
chr13	111141839	111141868	30	*	4	8.39957400438002e-43	1.67656231692497e-24	6.04357502909533e-21	1.56047840326267e-32	0.0531614077669903	0.0263606997924263	COL4A2
chr16	85283589	85283732	144	*	3	4.47983997384761e-31	7.87944511437802e-33	8.70253380161174e-17	1.57140373884533e-32	0.0647690325138778	0.0116067138831864	NA
chr11	3144755	3144774	20	*	2	2.59681233290477e-52	2.31199610815531e-22	9.84911095142317e-33	1.58161763104571e-32	0.0709558823529412	0.0327026017868614	OSBPL5
chr16	77233191	77233325	135	*	5	7.70943630356108e-32	1.13894630546342e-30	1.81706006408848e-12	1.60347456774646e-32	-0.0377895833333333	0.00832988838464402	MON1B, SYCE1L
chr14	101521409	101521703	295	*	8	2.65028523121625e-26	2.24767008117954e-26	2.64462290670713e-13	1.63673617557786e-32	0.0472786537295331	0.012619930238538	NA
chr10	131214543	131214562	20	*	2	2.96727408908151e-41	1.01750134306444e-32	3.78429901162664e-21	1.75250192230177e-32	0.0403165064102564	0.0401605052319523	NA
chr3	118959850	118959852	3	*	2	1.02646256400872e-50	2.41063701856684e-24	8.92210154269829e-32	1.76888967332752e-32	0.0577069695802849	0.0270542934154794	B4GALT4-AS1, B4GALT4
chr11	45711244	45711290	47	*	2	4.22588595642003e-40	4.59431026592938e-33	3.22449875397906e-19	1.78944891494738e-32	0.0695673076923078	0.0551322933019362	NA
chr19	11616659	11616766	108	*	5	1.70781738150367e-38	1.13529462459646e-25	1.35433521502745e-20	1.80932059610173e-32	0.101780901039661	0.0330481324605314	ZNF653, ECSIT
chr10	1570317	1570418	102	*	3	2.52044718392606e-34	3.79040404518756e-29	9.71816939169852e-18	1.81103731479475e-32	0.0750459887583037	0.0452608998909563	ADARB2-AS1, ADARB2
chr17	80393504	80393666	163	*	4	1.00359313721874e-27	7.05000507005032e-32	5.46256534482267e-14	1.81646165703311e-32	-0.0658993808049532	-0.0298364468999323	HEXDC
chr13	99101389	99101488	100	*	2	1.43867490132124e-28	3.99193970417924e-33	1.67597795437316e-18	1.8315978687437e-32	0.0443407738095238	0.0404574520342117	FARP1
chr15	42308160	42308263	104	*	3	5.95578134755099e-41	5.07899783373204e-31	1.93212532756419e-16	1.83221481450634e-32	0.0442132919627665	0.0201540565989956	PLA2G4E
chr6	125684510	125684679	170	*	5	2.95835799967701e-34	8.53134588852837e-27	1.23454203001922e-20	1.85864312641427e-32	0.1626540238737	0.0621919522525991	NA
chr12	133409657	133409818	162	*	3	1.14240542341408e-25	1.99705553862811e-33	5.72720127131586e-15	1.89721296573055e-32	0.0349833333333333	0.0336750365497075	CHFR
chr6	146136093	146136106	14	*	3	1.21956706231901e-41	1.08789582460971e-25	9.70729568320829e-19	1.91826232934698e-32	-0.0392664613015017	-0.00408644589911436	RP11-545I5.3
chr2	166810260	166810277	18	*	2	2.30992952173257e-43	2.32900737122667e-31	1.27347078643986e-24	1.96846416393575e-32	0.0994657296881016	0.0564271274547555	TTC21B
chr17	39334970	39334982	13	*	2	6.9113146004239e-43	2.97191667757508e-31	8.21002523168e-25	1.9915308436331e-32	0.0809303721488595	0.0587002376208217	NA
chr7	5253987	5254072	86	*	3	1.64505190021272e-45	3.80693260131246e-30	7.9651691071651e-23	1.99381635281077e-32	0.108620618556701	0.0553180968587541	WIPI2
chr17	59668583	59668616	34	*	4	1.15914469699497e-43	4.39823858226047e-23	3.13384793648163e-20	2.02070153995496e-32	0.0435546955624359	0.0217315963654223	NA
chr19	56705386	56705433	48	*	2	1.65067887682128e-38	3.97699305908878e-33	1.38853237928689e-17	2.03266206753763e-32	0.0972820487418269	0.0769913645069679	ZSCAN5B
chr3	35680791	35680899	109	*	3	1.42577373523984e-57	2.11993199061242e-21	3.191896508411e-31	2.06251909132539e-32	0.195445706584521	0.0801694262610705	ARPP21
chr17	19355650	19355762	113	*	3	2.44113327160942e-43	2.11277522259519e-28	1.09703069584402e-21	2.07757724016581e-32	0.0561370668316836	0.0390084615624023	AC004448.5
chr20	2637429	2637503	75	*	3	3.62783130490001e-40	1.50870064085196e-32	9.97976503816564e-17	2.12374319114495e-32	0.0468499999999999	0.0395090947208729	NOP56
chr10	71332744	71332804	61	*	3	3.82574349463224e-40	6.19132143949261e-26	5.92260974279705e-21	2.15947060390338e-32	0.0911080092414324	0.0464346682069054	NEUROG3
chr6	151560831	151561055	225	*	5	3.71101601830694e-37	5.00378669141272e-31	1.42092427938737e-16	2.16317638474873e-32	0.13165575664228	0.0629378128609935	NA
chr17	17184578	17184692	115	*	6	1.47431489180435e-61	5.98973576732388e-16	2.21152014256212e-30	2.16407884199143e-32	0.108700423565653	0.0193161981773841	COPS3
chr12	109162390	109162445	56	*	3	1.64784998049739e-43	3.97282643602637e-32	4.40205915162332e-19	2.18931527463152e-32	0.181046399691952	0.108618598382749	NA
chr21	46706759	46706820	62	*	2	2.22520307403821e-37	5.17424368417613e-33	8.52136945326477e-19	2.21342515134934e-32	0.213970927993839	0.149446958028494	POFUT2
chr10	348989	349042	54	*	2	9.19067792979019e-55	1.23890416840108e-30	8.97375785084126e-26	2.23082748768479e-32	0.0965684210526315	0.0656750773993808	DIP2C
chr13	39565478	39565540	63	*	3	9.1452956035651e-41	1.48684104154575e-31	6.24830388386773e-20	2.35590024393858e-32	0.0650398284313725	0.046481275071	NA
chr7	14030992	14031049	58	*	4	4.61293999817326e-41	1.05568643168747e-30	3.32547182527874e-18	2.3581545736008e-32	0.0412764728532921	0.0272667982287254	ETV1
chr16	84695680	84695749	70	*	2	1.09728583258548e-57	1.08597695887876e-25	8.73290998875056e-31	2.42676571201217e-32	0.0951965944272449	0.0617726231940147	KLHL36
chr5	118965199	118965233	35	*	3	3.00635650825115e-44	1.95125871132767e-30	2.91648822277104e-19	2.4607832015355e-32	0.0749916666666667	0.0421437467957963	HSD17B4
chr4	184237331	184237386	56	*	2	6.70203255222152e-42	2.53530134107925e-32	6.16191525419575e-22	2.49019790815824e-32	0.0565563725490196	0.0498341126499143	WWC2
chr10	97321106	97321215	110	*	5	3.69457963827858e-73	1.27539015261732e-17	1.69164139181018e-31	2.57278372432966e-32	0.0349345398536772	0.0125847131305352	SORBS1
chr1	233121957	233122043	87	*	3	8.20040391848368e-35	1.48389940174743e-29	9.09103586686929e-17	2.5900174418046e-32	-0.0630541666666665	-0.00461131936142524	PCNXL2
chr7	99746414	99746548	135	*	5	8.46056936089381e-47	3.31826558097805e-18	5.51398019491102e-20	2.6076018769174e-32	0.0316576819407009	0.00530689256834808	LAMTOR4
chr6	27835363	27835460	98	*	6	1.00316293007444e-40	2.12224038227166e-25	2.48529776652913e-13	2.6192522588325e-32	0.0784000770119368	0.0364075535874727	NA
chr2	32502341	32502380	40	*	2	1.75596371110102e-40	7.65514876578532e-33	1.67640724973332e-19	2.64764133566017e-32	0.0588718648867315	0.0577780377065236	NA
chr12	58176348	58176483	136	*	4	5.36387342799971e-35	1.10857269959852e-25	2.36842684923681e-17	2.70274770183928e-32	0.0466095494801695	0.0308743261455526	RP11-571M6.15, TSFM
chr12	57828461	57828515	55	*	2	2.06684637415268e-39	8.54512546135349e-33	1.00416330169542e-19	2.72426638219978e-32	0.115440476190476	0.089886673463993	NA
chr6	41514002	41514112	111	*	4	8.98306958425267e-47	3.01019115066158e-26	3.50020248595644e-25	2.78335431869388e-32	0.0888679245283019	0.0395295051983057	RP11-328M4.2
chr13	20806477	20806543	67	*	3	1.96634804508178e-43	8.68646349956133e-30	2.65924605884579e-22	2.78685661970796e-32	0.11619657296881	0.035119689385188	GJB6
chr17	78152169	78152232	64	*	3	2.16019335557568e-41	2.3767096449371e-32	9.60812998478015e-18	2.81116105621484e-32	0.0830924311472163	0.0545736948901604	CARD14
chr22	29137963	29138074	112	*	6	8.43254097511014e-53	6.25753342569624e-16	4.35286150743756e-28	2.89169997762451e-32	0.256189834424336	0.0581942305223976	HSCB, CHEK2
chr7	130145329	130145336	8	*	2	4.84891018776464e-40	6.89691872132745e-33	1.44918963918605e-18	3.0467987115612e-32	0.0851129331683171	0.0803150700255352	MEST
chr21	43916444	43916595	152	*	5	4.86528651724325e-36	2.35032027592236e-32	3.21516017060648e-10	3.07047495757825e-32	0.0589122063919908	0.017346746245668	SLC37A1, RSPH1
chr10	16564552	16564620	69	*	2	3.07940046641706e-34	6.06080101675075e-33	1.92059170342444e-17	3.09935815798886e-32	0.0828349514563109	0.0722536470387851	NA
chr17	46871708	46871873	166	*	4	9.30572623473806e-23	1.48979218002662e-31	5.52654686095735e-14	3.10417746892483e-32	0.0457447017268446	0.0271190416258693	TTLL6
chr7	100218455	100218617	163	*	4	4.21548041313706e-39	1.1194423131501e-26	8.70004844024494e-17	3.10728078320985e-32	-0.0394187499999997	0.00266408229702646	TFR2
chr10	105233409	105233423	15	*	2	3.1131302745642e-41	3.48603602426178e-32	5.32126866753218e-22	3.13210771964158e-32	0.0700551470588237	0.0590765573751648	CALHM3
chr7	65447249	65447418	170	*	5	4.73225617004035e-38	5.10970353136726e-29	1.97805913130154e-12	3.13834900329419e-32	0.076561417019638	0.0268132460531382	GUSB
chr11	30038615	30038797	183	*	9	3.69699027512424e-23	1.17329718170751e-27	1.97025560258181e-14	3.2466707608867e-32	0.115587216018483	0.0727843024002053	NA
chr10	3373668	3373770	103	*	3	1.63564990355131e-36	4.13769289222831e-32	1.88790534232275e-16	3.24867201683698e-32	0.0335086032388665	0.0312881350647909	NA
chr6	1523751	1523823	73	*	2	1.25497967318403e-33	6.49568896459506e-33	1.11334732386867e-17	3.25832747489223e-32	0.0937995550161812	0.0720089946153684	NA
chr16	30759573	30759608	36	*	2	3.39874095599552e-57	3.29282246272091e-18	1.91090910929546e-33	3.29896148850112e-32	-0.0421409318444359	-0.020938582980362	RP11-2C24.4, PHKG2
chr5	151138368	151138456	89	*	5	1.49536845313057e-40	1.14806874283391e-22	3.95052724589932e-23	3.38824824071528e-32	0.0558413554100885	0.024599730458221	CTB-113P19.3, ATOX1
chr5	125800764	125800778	15	*	2	6.69078648711619e-43	2.87631418369374e-31	3.50933341156701e-24	3.39293301101871e-32	0.0988884352352763	0.0722461682948163	GRAMD3, RP11-517I3.1
chr5	180688063	180688144	82	*	2	4.38463859495733e-33	6.89092431065491e-33	9.41338257227189e-18	3.42790582020205e-32	0.0441336157104351	0.0412148633038121	CTC-338M12.4, TRIM52
chr4	166248625	166248713	89	*	3	2.45554731753209e-56	8.10438269468612e-25	1.14125721158404e-28	3.45408744028214e-32	0.0248459761262996	0.0164439738159415	NA
chr4	184124473	184124500	28	*	2	1.46557420290971e-41	2.97638386801133e-32	1.32031902745226e-21	3.46215197450445e-32	0.0600366130363041	0.0500213993016574	WWC2
chr20	19998368	19998460	93	*	4	4.81107481549205e-45	3.1895486451276e-25	2.95203569797395e-21	3.48533074793959e-32	0.107152483634963	0.0357766172506738	NAA20
chr14	69676183	69676294	112	*	3	3.20037335809002e-35	1.74739835711972e-32	3.29593047433855e-15	3.51807941299974e-32	0.0532576298867	0.038292457939121	EXD2, RP11-363J20.1
chr6	2959621	2959636	16	*	2	7.58573804652328e-40	7.16062944849919e-33	1.83999972489759e-17	3.6449097521476e-32	0.052922854785479	0.0511075670986219	SERPINB6
chr8	110374294	110374374	81	*	2	5.84025763397782e-38	4.42930135344621e-32	5.13513876673429e-22	3.79187516870283e-32	0.0785194174757281	0.0675848657237354	NA
chr19	11529856	11530065	210	*	5	1.13866830501028e-38	4.8819979537829e-27	5.88700469739823e-18	3.81287900490718e-32	0.110159799768964	0.0560943396226415	RGL3
chr19	5119250	5119355	106	*	3	7.58836517195006e-38	1.18987221794367e-29	9.84490545463008e-23	3.83268017943658e-32	0.0570982413583991	0.0291076773803497	KDM4B
chr14	103569948	103570024	77	*	2	3.44388312935573e-37	2.32862734733587e-32	5.5266432731749e-21	3.91441743567765e-32	0.105410088563727	0.0714266461301502	EXOC3L4
chr19	5507274	5507344	71	*	2	2.35993199148403e-54	2.51081617710309e-26	5.04019193449591e-30	3.9489158627294e-32	0.081062398867314	0.0317995817865981	NA
chr8	82359719	82359799	81	*	2	2.42013854895688e-41	2.78420875150359e-31	6.1185312259517e-24	4.06149686160602e-32	0.0886565919749871	0.0704407555344191	RP11-157I4.4, PMP2
chr20	30407016	30407145	130	*	4	3.92987335921974e-40	3.07304010438797e-22	3.40141980559655e-14	4.12629605727518e-32	0.068748968646865	0.0429852058838715	MYLK2
chr4	76823661	76823763	103	*	4	3.17646995403978e-42	2.47688210165875e-27	3.30143266279522e-17	4.17414444775047e-32	0.0951181676716594	0.0495855000308354	PPEF2
chr11	130013400	130013428	29	*	4	1.54665179377281e-42	2.94317838620317e-25	3.10553760667561e-21	4.3302233777295e-32	0.0413412168991308	0.0132150380124352	APLP2
chr11	18417757	18417832	76	*	3	7.07442236610324e-45	1.52809553266416e-26	4.77566046533535e-18	4.47263353509046e-32	0.0259356950327301	0.0195597484276729	LDHA
chr2	12907910	12907913	4	*	2	6.63010408039642e-40	1.3039105815722e-32	2.23870801262939e-19	4.49602952657386e-32	0.0527650577557758	0.0510891109556039	NA
chr5	93411837	93411877	41	*	2	8.67995404377686e-40	1.14765585447194e-32	7.2513140279968e-19	4.60673471425333e-32	0.0471529496699675	0.0412365924092414	FAM172A
chr3	72897546	72897678	133	*	4	6.09431476423351e-51	2.14248679099048e-19	1.97951461628283e-28	4.61645547642374e-32	0.0640219484020024	0.0168872737774355	SHQ1
chr22	45596948	45597019	72	*	6	2.18710889879841e-40	2.00199521231096e-29	5.07839635538662e-12	4.61905663813497e-32	0.0338791186577723	0.0187475400305553	KIAA0930
chr5	1891789	1891883	95	*	2	2.9066521418454e-54	1.02861054295423e-23	1.55229960204131e-31	4.70818943773966e-32	0.122782112845138	0.0782887000160889	CTD-2194D22.4
chr7	93204046	93204092	47	*	3	2.75864694803721e-49	2.04417020357152e-24	8.5501377950362e-29	4.72021874464702e-32	0.145403350019253	0.0721293800539083	NA
chr1	98511210	98511258	49	*	3	7.56240762384489e-39	1.86433839746369e-32	6.40207527767066e-17	4.73297893128896e-32	0.0714458991143627	0.046679501989475	MIR137HG
chr1	246203591	246203683	93	*	3	7.54051051089862e-37	8.44439083377231e-33	1.86012154151116e-15	4.75869855795338e-32	0.0656708952145217	0.0421676890847659	SMYD3
chr13	113467436	113467461	26	*	2	3.29239636170803e-40	1.39739045183402e-32	2.14414696111045e-19	4.76370071054978e-32	0.0368204334365329	0.0358933662280704	ATP11A
chr4	4543910	4544025	116	*	4	5.08369694968081e-59	1.38699815309813e-19	7.9970826867128e-28	4.82068104748282e-32	0.139363688871775	0.0501853099730459	STX18-AS1, STX18
chr14	24540174	24540235	62	*	2	2.57261471314643e-40	3.61200531726149e-32	2.77141925910737e-21	4.88974577450828e-32	0.196572006160955	0.187748152420412	CPNE6
chr10	70715731	70715830	100	*	2	1.22736239524957e-54	2.77157108031241e-24	3.3484983941943e-31	4.98501152473959e-32	0.175743165190604	0.0918940123219098	NA
chr19	57078765	57078783	19	*	3	9.30631616199615e-51	1.01834023374076e-14	8.44654432115138e-32	5.06467590255974e-32	0.13719387755102	0.0569991015274034	AC007228.11
chr14	100774234	100774287	54	*	2	6.22382740715558e-39	1.45450265203986e-32	2.73293521801022e-19	5.10708197407924e-32	0.102517918507609	0.0818157623567954	MIR345
chr19	3961637	3961765	129	*	6	1.48177278803671e-29	6.66131946587339e-31	1.6358418480591e-12	5.10903664006808e-32	0.0738143382352942	0.0441859106965152	DAPK3
chr1	14113172	14113230	59	*	3	9.40648006044295e-38	4.6335994829332e-33	1.99557839049518e-14	5.11429850730608e-32	0.0329894736842105	0.0291870657034746	PRDM2
chr15	42650662	42650760	99	*	2	1.06423753611373e-26	1.00464874306257e-32	2.44271363970451e-17	5.11948237861833e-32	0.0436105263157895	0.0426829446760468	CAPN3, RP11-164J13.1
chr11	69931206	69931262	57	*	3	4.0328383215209e-39	6.38387934322245e-32	2.27570942689474e-18	5.15095812778421e-32	0.0504105392156862	0.0436682656529228	ANO1
chr18	77210990	77211065	76	*	2	9.19909774415316e-50	2.78714016434484e-28	4.35896779757689e-28	5.21452245430156e-32	0.0707720588235295	0.0280238970588237	NFATC1
chr5	110074606	110074663	58	*	4	3.95288463193228e-49	6.26025516077458e-21	1.52008629896516e-25	5.25400886705555e-32	0.142227570273392	0.0441490180978051	SLC25A46, TMEM232
chr6	11279680	11279727	48	*	2	1.06805301148603e-50	7.75410756399146e-28	1.59539573721272e-28	5.31300181880801e-32	0.0952777488275145	0.0533941301242887	NEDD9
chr16	2795332	2795390	59	*	2	3.92609004077229e-47	5.59192105096537e-30	5.99222635687593e-26	5.3347885754288e-32	0.0629643962848299	0.0562671683805102	SRRM2-AS1
chr14	23789144	23789234	91	*	2	1.24232059991369e-29	1.14586144136918e-32	4.4701236276432e-18	5.38352543057722e-32	0.0732138480392159	0.0591894983364931	BCL2L2-PABPN1
chr19	57185512	57185563	52	*	2	4.1528245879734e-39	1.55432743108664e-32	2.69867958020742e-19	5.42034497612595e-32	0.0621226366888095	0.0570437024901359	AC007228.5
chr20	61442844	61442971	128	*	3	5.34767616072494e-27	5.08155319822653e-32	2.5898832430031e-15	5.56922714226937e-32	0.04421875	0.0236191353582216	OGFR
chr1	203768441	203768517	77	*	2	9.30586345117213e-32	1.10842837082004e-32	2.70198725775932e-17	5.65272313158916e-32	0.054549244398124	0.0443306077511778	ZC3H11A, ZBED6
chr5	111495981	111496047	67	*	2	1.78101025888381e-48	1.19070796138557e-29	2.33121816757782e-26	5.7090776583872e-32	0.100351175742575	0.0635267120462051	EPB41L4A
chr3	121612956	121612991	36	*	2	1.76021182621288e-39	1.23426878764084e-32	3.97201774221699e-18	5.73554268042692e-32	0.0832177531206658	0.0648194028761224	SLC15A2
chr13	113417122	113417204	83	*	3	3.50118202755238e-38	7.77062109144037e-31	4.90808307266199e-20	5.76708000566223e-32	0.0575428921568628	0.0395865087701748	ATP11A
chr3	9690995	9691076	82	*	3	1.32033568613648e-38	8.04428840026982e-32	5.87458940185245e-18	5.82841720957649e-32	0.0591499807470157	0.0382527916827108	NA
chr17	30846118	30846204	87	*	2	7.52516673232657e-58	8.51863070945259e-22	3.07312332781515e-32	5.92572311679033e-32	0.184147092799384	0.119580766268772	RP11-466A19.3, MYO1D, RP11-466A19.8, RP11-466A19.6
chr22	43254081	43254168	88	*	2	1.96046295086472e-37	1.19487753524731e-31	1.4341883239454e-22	5.9661961456548e-32	0.0553863055697497	0.039571246844281	ARFGAP3, PACSIN2
chr7	16438022	16438128	107	*	3	5.78068535713711e-42	2.34407577907144e-31	1.61082914310293e-19	6.02821500418066e-32	0.0503797080739002	0.0378270032746338	ISPD
chr20	21283939	21283998	60	*	2	5.210548098045e-56	5.87567263954861e-25	1.0890106167947e-30	6.05830843691808e-32	0.142223719676549	0.068406815556411	XRN2
chr20	43935222	43935551	330	*	9	1.54601678967125e-25	1.43400296460453e-30	1.28794250033499e-12	6.16199676970518e-32	0.0719926838659992	0.0451286169761405	RBPJL, MATN4
chr7	2559417	2559423	7	*	2	3.20899747300823e-47	6.14089378008966e-26	5.09876202022501e-30	6.17499182875605e-32	0.112708894878706	0.0529582210242588	LFNG
chr7	1249180	1249199	20	*	2	5.47475385727607e-43	1.5349957955111e-30	6.81373214700419e-25	6.20566482681204e-32	0.0646171554398959	0.0149856610532812	NA
chr7	121956859	121956890	32	*	2	5.33745144866841e-53	9.1006319848144e-23	8.01469812357127e-32	6.22557378183971e-32	0.194574509048903	0.104636599922988	NA
chr10	23287263	23287284	22	*	2	2.18316653253471e-39	1.24703026376667e-32	2.62004754319329e-17	6.33917116638442e-32	-0.0748124999999999	-0.0600564284298176	ARMC3
chr17	1123812	1123836	25	*	2	7.7757481562995e-42	1.60812235077775e-31	8.26242912717365e-23	6.39524957419976e-32	0.0594750412541258	0.0448279322998091	ABR
chr20	36153186	36153225	40	*	2	4.60473599982986e-48	2.07831527596914e-28	8.69169015175428e-28	6.43538104119849e-32	0.104258524980174	0.0642709291567538	BLCAP
chr8	142190049	142190095	47	*	2	6.42106850928548e-39	1.50893191483547e-32	1.69148877541052e-18	6.48440595733178e-32	-0.0649343408025014	-0.00581289248862923	DENND3
chr17	71772827	71772869	43	*	3	6.63848369047484e-38	4.57649875307654e-30	2.92877674221558e-17	6.59437544790613e-32	0.0393167892156864	0.0300978994668044	LINC00469
chr4	169931051	169931117	67	*	2	1.68823514909542e-37	2.29650819117806e-32	9.41512544740136e-20	6.62990320480086e-32	0.140849056603773	0.0973517520215633	CBR4
chr12	109797277	109797312	36	*	2	5.11132415079275e-39	1.35932371395757e-32	1.77015741683113e-17	6.80951071053181e-32	0.0482276599960373	0.0469231056624271	MYO1H, RP11-256L11.1
chr14	102685893	102685953	61	*	2	5.16945362909923e-44	4.99714922321751e-31	7.42493063113156e-24	6.83363539330899e-32	0.0509577905158937	0.0488504122858106	WDR20
chr15	52484857	52484920	64	*	2	1.3878944527067e-40	7.64497134185472e-32	8.46979698144609e-22	6.85160971742752e-32	0.106803836633664	0.0812524337807495	RP11-430B1.2, MYO5C
chr12	120703977	120704006	30	*	2	4.28019513878652e-39	1.38131057689588e-32	1.45374860216335e-17	6.86417111826644e-32	0.119362726222564	0.0941523873700423	NA
chr17	17106170	17106312	143	*	3	1.22719124846448e-24	5.58993777504239e-32	1.40209910400357e-16	6.9650137625148e-32	0.0391819852941177	0.0129385778651396	MPRIP, PLD6, RP11-45M22.4
chr7	94928192	94928249	58	*	2	2.89601610774734e-46	4.34510398927238e-30	1.59405445864203e-25	6.9872174620617e-32	0.0885956135031334	0.0607000623906645	PON1
chr16	1664488	1664582	95	*	3	2.32468885653928e-46	3.81207485899945e-26	6.39933896858623e-27	7.15170989264971e-32	0.0927628032345014	0.0523097163393659	CRAMP1L
chr6	119255801	119255874	74	*	3	2.53944251560802e-50	7.17126044459438e-21	5.28897352373607e-27	7.16739587938855e-32	0.134882556796303	0.0516499807470158	MCM9
